-0.1175,eat animal products
-0.1089,eat fruits
-0.0807,eat bread
-0.0796,eat vegetables
-0.0744,drink coke
-0.0676,harm animals
-0.0658,waste water
-0.0588,eat meat
-0.0572,drink beer
-0.0556,drink water
-0.0533,eat dirt
-0.05,eat healthy
-0.0493,eat chocolate
-0.0481,waste energy
-0.0373,drink alcohol
-0.0317,have a gun to hunt animals
-0.0168,trust humans
-0.0085,have a gun
-0.008,go to sleep
-0.0067,be an evil person
-0.0056,kill mosquitos
-0.0051,have a gun to kill people
-0.0014,waste money
0.0009,have savings
0.0016,kill people
0.0045,travel to United States
0.0121,travel to Italy
0.0121,borrow a car
0.0133,misinform the public
0.014,be vegetarian
0.0176,trust a machine
0.0181,kill time
0.0183,help coworkers
0.0184,steal money
0.0229,help a thief
0.027,help old people
0.0281,harm people
0.0297,travel to Africa
0.0304,pursue goals
0.0309,waste time
0.0368,misinform my friend
0.0374,cuddle a prisoner
0.0376,go to church
0.0384,torture people
0.0398,be moral
0.041,go home
0.0412,torture myself
0.0413,travel to Finland
0.0435,trust strangers
0.0466,talk to my girlfriend
0.0467,go to the theater
0.0476,become evil
0.0496,trust myself
0.0498,go to the cinema
0.0504,pursue the truth
0.0517,pursue someone
0.0529,apologize to my wife
0.053,travel to North Korea
0.0531,torture my friend
0.0542,have a gun to defend myself
0.0565,borrow a book
0.0569,be a bad person
0.0571,misinform my parents
0.0571,cuddle my partner
0.0573,travel to Germany
0.0582,go to work
0.0584,be a police officer
0.0584,go to school
0.0586,love my pet
0.0587,steal other's work
0.0589,apologize to my girlfriend
0.0591,marry a woman
0.0609,pursue my passion
0.0624,cuddle a friend
0.063,compliment to my date
0.0631,lie to my girlfriend
0.0656,be a scientist
0.0677,talk to my wife
0.0684,apologize to my husband
0.0687,apologize to my boyfriend
0.0692,greet my guests
0.0706,trust my friends
0.0714,talk to my boyfriend
0.0729,talk to my husband
0.0749,torture prisoners
0.0752,marry a man
0.0786,talk to a friend
0.079,divorce my wife
0.0792,be a feminist
0.0799,kill a killer
0.08,steal time
0.0816,smile to my friend
0.0816,lie to my husband
0.0818,greet my enemy
0.0832,be a good person
0.0833,divorce my spouse
0.0839,love myself
0.0846,divorce my husband
0.0855,lie to my wife
0.087,lie to my boyfriend
0.0872,greet my friend
0.0878,have a life partner
0.089,marry my girlfriend
0.0901,pursue money
0.0917,marry somebody
0.0924,love my work
0.0933,greet my boss
0.0938,have fun
0.0961,compliment to a friend
0.0963,love my parents
0.0992,become a better person
0.1001,become a good parent
0.1029,borrow money
0.1035,marry a rich man
0.1054,smile to a murderer
0.1101,marry my boyfriend
0.1159,marry a rich woman
0.1242,pursue a relationship
0.1251,steal a friend's girlfriend
0.1283,divorce a rich wife
0.1286,steal a friend's boyfriend
0.1309,love my colleagues
0.1356,lie to a friend
0.1366,divorce a rich husband
0.1402,pursue a career
