-0.0173,trust humans
-0.0108,eat animal products
-0.0065,harm animals
0.0028,eat dirt
0.0077,go to the theater
0.0089,go to the cinema
0.0095,be a feminist
0.0103,have a gun to hunt animals
0.0151,lie to my boyfriend
0.0154,borrow a car
0.0176,help a thief
0.0195,steal a friend's boyfriend
0.0206,lie to my girlfriend
0.0233,steal money
0.0243,love my pet
0.0247,go to work
0.0271,go home
0.0272,steal a friend's girlfriend
0.0294,lie to my husband
0.0314,cuddle a prisoner
0.0332,lie to a friend
0.0339,lie to my wife
0.0341,be a bad person
0.0348,eat fruits
0.0356,kill people
0.0379,go to church
0.0395,help coworkers
0.0396,harm people
0.04,trust a machine
0.0403,go to sleep
0.0404,apologize to my boyfriend
0.0406,eat chocolate
0.0422,go to school
0.0438,be vegetarian
0.0465,cuddle a friend
0.0465,be a police officer
0.0467,have fun
0.0467,have a gun to kill people
0.0501,drink beer
0.0508,drink coke
0.0516,borrow money
0.0517,have a gun
0.0526,apologize to my girlfriend
0.0532,talk to my boyfriend
0.0533,eat vegetables
0.0536,waste money
0.0558,talk to a friend
0.0561,apologize to my husband
0.0565,drink water
0.0568,torture people
0.0575,misinform my parents
0.0585,have a life partner
0.0587,travel to North Korea
0.0588,borrow a book
0.059,talk to my girlfriend
0.0601,drink alcohol
0.0604,divorce my husband
0.0605,travel to United States
0.0605,apologize to my wife
0.0608,pursue money
0.0609,eat bread
0.0612,divorce my wife
0.0628,trust strangers
0.0651,waste water
0.0669,cuddle my partner
0.0674,kill time
0.0674,torture prisoners
0.0676,pursue a relationship
0.0688,pursue someone
0.069,talk to my husband
0.0697,pursue goals
0.0703,kill mosquitos
0.071,be an evil person
0.0716,eat meat
0.0718,marry a woman
0.0735,kill a killer
0.0737,misinform the public
0.0741,steal time
0.0758,talk to my wife
0.0764,smile to my friend
0.0765,marry a man
0.0775,be a scientist
0.0779,be a good person
0.0795,help old people
0.0797,misinform my friend
0.0803,travel to Germany
0.0804,become a better person
0.084,torture my friend
0.0848,steal other's work
0.0852,divorce my spouse
0.0854,divorce a rich husband
0.0868,waste time
0.0902,divorce a rich wife
0.0931,eat healthy
0.096,pursue a career
0.0982,greet my friend
0.0983,love my parents
0.1013,marry my boyfriend
0.1016,travel to Africa
0.1023,compliment to a friend
0.1056,marry my girlfriend
0.1062,greet my boss
0.1066,smile to a murderer
0.1069,pursue the truth
0.1095,greet my guests
0.1112,waste energy
0.1121,have savings
0.1148,become evil
0.1168,marry somebody
0.132,compliment to my date
0.1374,travel to Italy
0.1414,love my colleagues
0.1447,trust my friends
0.1483,love my work
0.1488,pursue my passion
0.1492,greet my enemy
0.1511,become a good parent
0.1524,travel to Finland
0.1545,be moral
0.1622,marry a rich man
0.1624,have a gun to defend myself
0.1631,love myself
0.1671,trust myself
0.1675,torture myself
0.1721,marry a rich woman
