-0.0056,mail
-0.0049,anger
-0.0039,climb
-0.002,lie
-0.0014,couple
-0.0012,stunt
-0.0009,pet
0.0005,ship
0.0019,rock
0.0051,demolish
0.0059,sport
0.0062,station
0.0065,exhibit
0.0065,puzzle
0.0069,cement
0.0072,need
0.0076,launch
0.0085,switch
0.0088,erase
0.0107,hop
0.0112,sweep
0.0113,amount
0.0121,band
0.0121,lose
0.0121,pair
0.0122,divorce
0.0123,stuff
0.0123,cat
0.0133,empty
0.0133,ice
0.0136,shelter
0.0142,pretend
0.0145,enrage
0.0148,drop
0.0151,wheel
0.0154,swim
0.0154,toy
0.0154,pull
0.0155,shop
0.0158,dominate
0.0172,character
0.0172,release
0.0173,smash
0.0175,kidnap
0.018,help
0.0182,people
0.0185,bird
0.0186,bounce
0.0187,pitch
0.0188,nail
0.019,turn
0.0191,fruit
0.0201,eliminate
0.0207,try
0.0207,can
0.0208,distract
0.021,toss
0.0211,leap
0.0212,average
0.0218,lift
0.0218,seem
0.022,protest
0.0222,commute
0.0225,bar
0.0225,sound
0.0232,plan
0.0237,club
0.0241,handwrite
0.0244,do
0.0246,group
0.0246,grind
0.0247,auction
0.0248,face
0.0248,pink
0.0248,display
0.0257,base
0.026,start
0.0261,drag
0.0261,card
0.0268,point
0.0271,nurse
0.0273,tree
0.0274,gear
0.0275,retail
0.0277,crowd
0.0278,stun
0.0279,go
0.028,fluctuate
0.0281,bag
0.0281,wrong
0.0281,reproduce
0.0282,transform
0.0283,frame
0.0285,pose
0.0286,race
0.0286,riot
0.0286,ride
0.0287,challenge
0.0289,slump
0.0289,alienate
0.0289,wet
0.0289,emerge
0.029,disagree
0.0292,poke
0.0295,level
0.0297,distress
0.0299,look
0.03,string
0.03,single
0.0301,disgust
0.0303,walk
0.0304,appear
0.0305,kick
0.0308,transfer
0.0308,decide
0.0311,draw
0.0312,get
0.0312,railroad
0.0312,cord
0.0315,store
0.0315,parallel
0.0319,unveil
0.0319,avoid
0.032,hit
0.0321,fight
0.0323,decorate
0.0325,ignore
0.0325,sketch
0.0327,knot
0.0328,entertain
0.0329,endanger
0.033,intervene
0.033,show
0.0331,smother
0.0332,color
0.0333,exchange
0.0334,dress
0.0335,design
0.0336,concert
0.0336,order
0.0338,grapple
0.0343,rescue
0.0344,chase
0.0344,deck
0.0345,marvel
0.0351,rope
0.0353,jump
0.0354,drive
0.0356,wander
0.0356,change
0.0359,seal
0.0362,clash
0.0362,refund
0.0362,sugar
0.0362,side
0.0364,shape
0.0364,rest
0.0365,box
0.0366,transport
0.0366,exercise
0.037,labor
0.0371,figure
0.0373,sex
0.0373,tongue
0.0373,disguise
0.0374,ball
0.0375,model
0.0377,board
0.0383,subdivide
0.0383,disappear
0.0383,yellow
0.0385,thirst
0.0385,interfere
0.0386,jar
0.0386,shift
0.0387,stipulate
0.0387,bank
0.0388,repair
0.0389,water
0.0389,lot
0.039,process
0.039,avail
0.0393,line
0.0393,skip
0.0393,breast
0.0394,cup
0.0395,park
0.0397,crew
0.0398,upset
0.04,dance
0.04,present
0.04,vest
0.0401,crush
0.0401,feather
0.0405,sew
0.0406,risk
0.0406,smile
0.0407,patch
0.0408,farm
0.0408,experience
0.0408,cover
0.0409,evolve
0.0411,screw
0.0411,humiliate
0.0414,seduce
0.0414,swing
0.0414,schedule
0.0414,fall
0.0416,fell
0.0417,feign
0.0417,glare
0.0419,plant
0.042,ornament
0.0421,fish
0.0422,project
0.0423,vacate
0.0423,sink
0.0424,air
0.0425,warehouse
0.0426,duck
0.0426,surface
0.0426,twist
0.0428,fling
0.0429,concentrate
0.0431,home
0.0432,leave
0.0433,share
0.0433,piece
0.0433,achieve
0.0434,better
0.0434,sense
0.0435,occupy
