-0.0895,store
-0.0846,deposit
-0.0839,dress
-0.0834,sweep
-0.0766,drag
-0.0751,shower
-0.0726,poll
-0.0715,swing
-0.0707,color
-0.0706,single
-0.07,madden
-0.0699,plaster
-0.0683,warehouse
-0.0678,dry
-0.0676,ice
-0.0676,mail
-0.0664,present
-0.0663,cat
-0.0641,water
-0.0639,sink
-0.0638,shave
-0.0634,disappear
-0.0634,walk
-0.0625,trim
-0.0622,exchange
-0.061,fish
-0.06,handwrite
-0.0591,pole
-0.0582,snow
-0.0574,list
-0.0572,park
-0.0568,bustle
-0.0568,display
-0.0565,bubble
-0.0563,cruise
-0.0559,decorate
-0.0555,knock
-0.0548,slash
-0.0543,shore
-0.0541,deck
-0.0539,ditto
-0.0539,gravel
-0.0536,sling
-0.0536,target
-0.0534,clean
-0.0527,sketch
-0.0523,average
-0.0516,stick
-0.0515,rake
-0.0514,amount
-0.0504,pirate
-0.0502,card
-0.0501,steamer
-0.0501,pool
-0.0498,produce
-0.0497,curb
-0.0494,toss
-0.0494,fluctuate
-0.049,sharpen
-0.0489,erase
-0.0487,shop
-0.0486,railroad
-0.0474,eliminate
-0.0472,steam
-0.0471,blow
-0.047,isolate
-0.047,lumber
-0.0467,exhibit
-0.0466,monitor
-0.0464,paddle
-0.0463,wrestle
-0.0462,lie
-0.046,decompose
-0.0457,bare
-0.0457,flash
-0.0455,fork
-0.0454,wash
-0.0452,write
-0.0451,wave
-0.045,argue
-0.045,drive
-0.0448,shape
-0.0446,chew
-0.0444,bat
-0.0444,foil
-0.0443,swim
-0.0443,rename
-0.0442,cabin
-0.0442,smoke
-0.0439,boat
-0.0436,duck
-0.0435,burn
-0.0435,reopen
-0.0435,parade
-0.0434,rock
-0.043,record
-0.043,specify
-0.0427,drill
-0.0425,paint
-0.0419,rob
-0.0417,whistle
-0.0414,shrug
-0.0413,sex
-0.0408,lift
-0.0408,fire
-0.0404,turn
-0.0403,foam
-0.04,describe
-0.0399,kiss
-0.0399,twist
-0.0395,lay
-0.0392,review
-0.0388,smooth
-0.0385,hide
-0.0382,strip
-0.0382,auction
-0.0379,hop
-0.0379,eat
-0.0379,repel
-0.0375,reference
-0.0374,knit
-0.0373,reprint
-0.0371,smell
-0.037,winter
-0.0369,testify
-0.0369,cook
-0.0368,book
-0.0367,freight
-0.0366,box
-0.0364,cover
-0.0361,hit
-0.0358,rope
-0.0357,sport
-0.0351,beach
-0.0348,league
-0.0347,set
-0.0347,buoy
-0.0347,stroll
-0.0345,hamper
-0.0344,pitch
-0.0342,tile
-0.0342,foot
-0.0342,market
-0.0338,wax
-0.0336,hug
-0.0334,put
-0.0334,wrap
-0.0331,announce
-0.0331,glitter
-0.033,poke
-0.0328,guarantee
-0.0328,fight
-0.0328,track
-0.0327,register
-0.0327,bleach
-0.0322,clerk
-0.032,project
-0.032,postpone
-0.0318,wipe
-0.0316,freeze
-0.0313,coat
-0.0312,resume
-0.0312,dine
-0.0309,adopt
-0.0309,milk
-0.0308,tighten
-0.0308,club
-0.0308,shed
-0.0307,tap
-0.0305,chalk
-0.0303,hand
-0.0302,dance
-0.0302,view
-0.03,click
-0.0298,ignore
-0.0297,brush
-0.0297,seal
-0.0295,map
-0.0293,nail
-0.0293,pack
-0.0291,man
-0.029,twin
-0.0289,remove
-0.0288,bowl
-0.0286,drink
-0.0283,squeeze
-0.0283,wear
-0.0283,suit
-0.0282,roast
-0.0282,retail
-0.028,schedule
-0.028,wet
-0.0279,characterize
-0.0278,pretend
-0.0278,touch
-0.0278,evaporate
-0.0278,picture
-0.0277,bed
-0.0276,bend
-0.0274,shake
-0.0274,dig
-0.0274,bank
-0.0272,fly
-0.0269,smash
-0.0269,switch
-0.0267,buy
-0.0263,carpet
-0.0262,bottom
-0.0261,say
-0.0261,base
-0.026,stock
-0.0259,riot
-0.0258,earth
-0.0255,bay
-0.0254,shoe
-0.0254,puff
-0.0253,point
-0.0253,print
-0.0253,distribute
-0.0252,suggest
-0.0251,disagree
-0.025,fund
-0.025,fruit
-0.0249,ground
-0.0248,thread
-0.0248,classify
-0.0246,fetch
-0.0246,mask
-0.0246,screw
-0.0245,spill
-0.0244,call
-0.0244,grind
-0.0242,mix
-0.0242,band
-0.0242,nurse
-0.0241,shell
-0.0239,suffocate
-0.0238,open
-0.0238,detach
-0.0237,shoot
-0.0236,stud
-0.0236,stand
-0.0231,yawn
-0.023,sting
-0.023,intimate
-0.0229,plant
-0.0228,crush
-0.0227,treat
-0.0227,couple
-0.0226,step
-0.0224,people
-0.0224,clasp
-0.0223,copper
-0.0222,farm
-0.0222,flour
-0.0221,empty
-0.0221,chop
-0.0221,converse
-0.0219,overhang
-0.0219,slide
-0.0219,drop
-0.0216,date
-0.0213,demonstrate
-0.0212,cord
-0.0209,entertain
-0.0208,highlight
-0.0208,coke
-0.0207,brew
-0.0207,vote
-0.0207,patronize
-0.0206,bar
-0.0205,chain
-0.0205,surface
-0.0205,prize
-0.0204,rig
-0.0204,bake
-0.0202,shallow
-0.0201,blush
-0.02,tongue
-0.02,surprise
-0.0199,separate
-0.0199,ship
-0.0198,organize
-0.0197,absorb
-0.0197,pile
-0.0196,inspect
-0.0196,imbibe
-0.0194,sit
-0.0194,replace
-0.0194,bell
-0.0192,blend
-0.0192,stuff
-0.0191,fringe
-0.0189,manufacture
-0.0189,steep
-0.0188,mass
-0.0187,home
