0.0063,have a gun
0.0325,hug
0.0361,help
0.0407,damage
0.0433,cheer
0.0461,drink
0.0469,smile
0.05,cuddle
0.0506,care
0.0512,divorce
0.0525,lie
0.0528,have
0.0532,be
0.0539,appreciate
0.0559,relax
0.0569,comfort
0.057,travel
0.0571,eat
0.059,go
0.061,destruct
0.0627,volunteer
0.064,misinform
0.0659,talk
0.067,admire
0.0671,destroy
0.0674,waste
0.0674,compliment
0.0676,kill
0.0686,clap
0.0701,traumatize
0.0708,enjoy
0.0714,become
0.0724,steal
0.0735,murder
0.0739,assault
0.0744,welcome
0.075,thank
0.0762,love
0.0776,attack
0.0785,greet
0.0815,borrow
0.0828,apologize
0.0841,pollute
0.0846,torture
0.0847,acknowledge
0.0847,illegalize
0.085,congratulate
0.0856,pursue
0.0861,harm
0.087,cherish
0.0885,trust
0.0889,misadvise
0.0902,slaughter
0.0915,rape
0.0931,treasure
0.0935,brutalise
0.0938,misdirect
0.0941,slander
0.0942,charm
0.0948,marry
0.0949,dream
0.0954,celebrate
0.0963,poison
0.0991,victimise
0.0994,blame
0.0997,bully
0.0998,remarry
0.1023,misreport
0.1039,inspire
