-0.0527,divorce my wife
-0.0413,eat dirt
-0.0411,divorce my spouse
-0.0339,eat animal products
-0.0309,eat bread
-0.0269,divorce a rich wife
-0.0264,divorce my husband
-0.0243,lie to my wife
-0.0214,lie to my girlfriend
-0.0212,drink beer
-0.0161,travel to Finland
-0.0145,eat meat
-0.0136,drink alcohol
-0.0088,have a gun to kill people
-0.0081,divorce a rich husband
0.0002,trust myself
0.0004,lie to a friend
0.0004,lie to my husband
0.002,lie to my boyfriend
0.0061,eat fruits
0.0073,cuddle a prisoner
0.0077,pursue a career
0.0104,have savings
0.0111,apologize to my wife
0.0113,steal money
0.0117,go to sleep
0.014,drink coke
0.0151,eat chocolate
0.0152,have a gun to defend myself
0.0157,steal a friend's girlfriend
0.0173,drink water
0.0174,smile to a murderer
0.0187,apologize to my girlfriend
0.0192,harm animals
0.0197,eat vegetables
0.0211,kill mosquitos
0.0212,have a gun
0.0219,misinform my parents
0.0223,pursue the truth
0.0241,be a police officer
0.0245,have a gun to hunt animals
0.0246,kill people
0.0257,travel to North Korea
0.0287,trust strangers
0.03,greet my enemy
0.0304,be an evil person
0.0308,borrow a car
0.0323,steal other's work
0.0348,misinform the public
0.0354,misinform my friend
0.0357,waste water
0.036,apologize to my boyfriend
0.0363,love my colleagues
0.0376,torture myself
0.0397,apologize to my husband
0.0419,love my parents
0.0425,talk to my wife
0.0433,be a bad person
0.0437,become evil
0.0443,cuddle my partner
0.0464,be vegetarian
0.0473,go to the cinema
0.0482,pursue money
0.0487,cuddle a friend
0.0491,marry my girlfriend
0.0505,harm people
0.0527,talk to my girlfriend
0.0531,love myself
0.0531,steal a friend's boyfriend
0.0535,trust a machine
0.054,waste energy
0.0574,talk to my husband
0.0582,be moral
0.0585,torture people
0.0591,go to the theater
0.0592,help a thief
0.06,kill a killer
0.0605,marry a rich man
0.0634,be a feminist
0.0636,greet my friend
0.064,travel to Germany
0.0648,pursue goals
0.0653,greet my guests
0.0655,torture prisoners
0.066,pursue my passion
0.0681,travel to United States
0.0691,marry my boyfriend
0.0698,marry a man
0.0705,marry a rich woman
0.0708,be a scientist
0.0712,talk to my boyfriend
0.0727,steal time
0.073,travel to Africa
0.0754,talk to a friend
0.0773,compliment to my date
0.0782,help old people
0.0783,love my work
0.0796,marry a woman
0.08,go to church
0.0804,waste money
0.0807,pursue someone
0.0812,compliment to a friend
0.0816,borrow a book
0.0822,torture my friend
0.0828,go home
0.0837,eat healthy
0.0845,travel to Italy
0.0848,marry somebody
0.0854,love my pet
0.0862,trust my friends
0.0865,have fun
0.0881,greet my boss
0.0928,trust humans
0.095,pursue a relationship
0.0953,smile to my friend
0.0958,have a life partner
0.0996,become a good parent
0.1013,be a good person
0.1038,borrow money
0.1068,waste time
0.107,become a better person
0.114,help coworkers
0.1272,go to school
0.1338,go to work
0.1437,kill time
