-0.0073,have a gun to hunt animals
0.0063,have a gun
0.0193,be an evil person
0.0201,eat animal products
0.0249,trust a machine
0.0258,drink water
0.0269,drink coke
0.0309,drink alcohol
0.0312,be a bad person
0.0336,drink beer
0.0356,have a gun to kill people
0.0375,harm animals
0.0379,waste money
0.0386,eat dirt
0.0414,be a good person
0.0423,help coworkers
0.0424,eat vegetables
0.0448,cuddle a friend
0.0456,borrow a car
0.0471,help a thief
0.0474,be a police officer
0.0476,steal money
0.0482,lie to a friend
0.0495,waste energy
0.0499,eat bread
0.0505,help old people
0.0512,have savings
0.0527,kill people
0.0529,eat meat
0.0544,waste water
0.0549,become evil
0.0558,go to sleep
0.0581,become a better person
0.0584,be a feminist
0.0585,trust humans
0.0598,talk to a friend
0.0617,go to the cinema
0.0629,kill a killer
0.0631,eat fruits
0.0641,be vegetarian
0.0644,misinform the public
0.0645,lie to my boyfriend
0.0651,cuddle a prisoner
0.0651,go home
0.0663,eat chocolate
0.0702,go to the theater
0.0707,kill time
0.0708,compliment to a friend
0.0714,have fun
0.0718,go to work
0.0737,become a good parent
0.0738,talk to my boyfriend
0.0744,go to church
0.0748,eat healthy
0.0756,be a scientist
0.0756,go to school
0.0758,smile to a murderer
0.0758,waste time
0.0758,borrow money
0.0771,love my pet
0.0774,steal other's work
0.078,have a life partner
0.0787,kill mosquitos
0.0788,greet my guests
0.0823,pursue a career
0.0826,harm people
0.0826,greet my friend
0.0826,steal time
0.0837,misinform my friend
0.0846,marry somebody
0.087,trust strangers
0.0873,misinform my parents
0.0877,lie to my girlfriend
0.0882,pursue someone
0.0889,greet my boss
0.0892,talk to my husband
0.0916,pursue a relationship
0.0917,lie to my wife
0.0921,marry a man
0.0929,cuddle my partner
0.0932,torture my friend
0.0933,lie to my husband
0.0937,pursue goals
0.0941,talk to my girlfriend
0.0942,travel to United States
0.0943,pursue money
0.0955,smile to my friend
0.0955,travel to North Korea
0.096,travel to Italy
0.0973,talk to my wife
0.0981,marry a woman
0.0984,divorce my husband
0.0988,torture myself
0.0989,be moral
0.0995,torture prisoners
0.1,have a gun to defend myself
0.1004,trust myself
0.1008,divorce my wife
0.1016,torture people
0.1017,love myself
0.1019,travel to Africa
0.1023,trust my friends
0.1024,steal a friend's boyfriend
0.1031,pursue the truth
0.1054,compliment to my date
0.106,borrow a book
0.1066,love my work
0.1068,travel to Germany
0.1083,divorce my spouse
0.1085,travel to Finland
0.1094,greet my enemy
0.1117,apologize to my wife
0.1124,love my parents
0.1128,love my colleagues
0.113,apologize to my boyfriend
0.114,steal a friend's girlfriend
0.1142,pursue my passion
0.1155,apologize to my girlfriend
0.1177,apologize to my husband
0.1179,marry my boyfriend
0.1194,divorce a rich husband
0.1259,marry a rich woman
0.1263,marry a rich man
0.1276,marry my girlfriend
0.1286,divorce a rich wife
