-0.0664,damage
-0.0645,harm
-0.06,slander
-0.0591,destroy
-0.0529,brutalise
-0.052,poison
-0.0515,murder
-0.0513,remarry
-0.0505,trust
-0.0505,lie
-0.0491,misinform
-0.0469,kill
-0.0445,divorce
-0.0442,rape
-0.0425,marry
-0.0377,assault
-0.0377,victimise
-0.0376,care
-0.0352,become
-0.0349,bully
-0.0347,acknowledge
-0.0336,pollute
-0.0329,misreport
-0.0299,steal
-0.0286,illegalize
-0.0284,blame
-0.0249,apologize
-0.021,misadvise
-0.0208,destruct
-0.0208,dream
-0.0202,misdirect
-0.0194,thank
-0.0183,slaughter
-0.018,attack
-0.0173,talk
-0.0152,pursue
-0.0151,have a gun
-0.0151,compliment
-0.0135,be
-0.0128,torture
-0.0123,admire
-0.0111,inspire
-0.011,comfort
-0.0093,eat
-0.0082,drink
-0.006,waste
-0.0056,treasure
-0.0053,traumatize
-0.0042,charm
-0.0035,help
-0.0028,congratulate
-0.0019,appreciate
0.0008,clap
0.001,have
0.001,borrow
0.0029,welcome
0.0054,cherish
0.0061,love
0.0108,volunteer
0.015,enjoy
0.017,cuddle
0.019,go
0.0199,greet
0.0201,travel
0.0233,hug
0.0264,celebrate
0.0276,relax
0.0277,cheer
0.0348,smile
