-0.056,decompose
-0.0459,divorce
-0.0408,disappear
-0.0403,empty
-0.0386,ignore
-0.0285,strangle
-0.028,flesh
-0.026,dry
-0.0252,absent
-0.0246,dull
-0.0243,degrade
-0.0238,sober
-0.0233,haunt
-0.0222,erase
-0.0207,vanish
-0.0175,burn
-0.0174,cry
-0.0171,limp
-0.0136,handwrite
-0.013,tramp
-0.0129,obliterate
-0.0113,murder
-0.0104,sleep
-0.0101,demolish
-0.0099,abandon
-0.009,frown
-0.0087,mud
-0.0079,drown
-0.0076,shatter
-0.0063,smother
-0.0061,imprison
-0.0044,molest
-0.0037,stop
-0.0027,coal
-0.0016,rest
-0.001,silence
-0.0009,banish
0.0003,abuse
0.0006,starve
0.001,promulgate
0.0011,suck
0.0013,lay
0.0018,poison
0.0021,overpower
0.0024,enlarge
0.0024,lose
0.0029,waste
0.0035,suffocate
0.0038,enrage
0.0045,sacrifice
0.0045,lie
0.0046,bury
0.0052,bask
0.0053,swamp
0.0056,mutilate
0.0058,detach
0.0063,moor
0.0063,surrender
0.0064,circulate
0.0066,drain
0.0069,reproach
0.0071,restructure
0.0072,persecute
0.0075,deny
0.0075,refinance
0.0077,sweep
0.0077,decree
0.0078,revise
0.0078,import
0.0079,pardon
0.008,affect
0.0081,coach
0.0082,eliminate
0.0082,argue
0.0083,stimulate
0.0083,devil
0.0084,prompt
0.0085,commission
0.0085,diversify
0.0086,generate
0.0088,develop
0.0088,disclose
0.0089,dissolve
0.0089,torment
0.0089,retain
0.0089,strengthen
0.0089,impeach
0.0092,withdraw
0.0093,consolidate
0.0095,edit
0.0097,trigger
0.0099,rat
0.01,invest
0.01,dismiss
0.01,grieve
0.0101,wrong
0.0101,enhance
0.0102,glitter
0.0103,accord
0.0105,coincide
0.0107,smoke
0.0108,flog
0.0108,skip
0.0109,refuse
0.0112,bolster
0.0113,discourage
0.0117,expel
0.0119,discontinue
0.0119,shiver
0.0121,escape
0.0122,ice
0.0123,offset
0.0123,defile
0.0123,administer
0.0124,bed
0.0124,decrease
0.0125,stroke
0.0125,exceed
0.0128,comply
0.0129,divest
0.0132,choke
0.0133,fail
0.0134,resign
0.0134,consecrate
0.0135,gin
0.0137,break
0.0137,milk
0.0138,refer
0.0138,forget
0.0138,insert
0.0139,shower
0.014,fish
0.014,abolish
0.0141,gild
0.0143,disperse
0.0145,mourn
0.0145,temper
0.0145,paint
0.0146,salt
0.0147,graze
0.0149,restore
0.0149,revenge
0.0151,disgust
0.0155,rhyme
0.0156,prostrate
0.0157,thrash
0.0158,complicate
0.0158,expand
0.0159,vote
0.0159,rout
0.016,swallow
0.016,levy
0.0161,curse
0.0163,gall
0.0163,melt
0.0163,weed
0.0163,ground
0.0166,relapse
0.0166,crawl
0.0169,snow
0.0169,cling
0.0171,torture
0.0172,obstruct
0.0172,overshadow
0.0173,embroider
0.0174,excavate
0.0175,deface
0.0175,breathe
0.0175,bread
0.0177,emigrate
0.0178,accelerate
0.0178,chew
0.018,fork
0.0181,lull
0.0181,cave
0.0183,imbibe
0.0184,strip
0.0184,reject
0.0185,hammer
0.0185,authorize
0.0186,fire
0.0186,flush
0.0187,bare
0.0189,ejaculate
0.0189,blight
0.0189,water
0.0189,madden
0.019,disagree
0.0193,assure
0.0193,sicken
0.0194,distinguish
0.0194,sing
0.0194,drink
0.0194,weaken
0.0195,utter
0.0195,breakfast
0.0195,manufacture
0.0198,massacre
0.0198,discharge
0.0199,depose
0.02,instruct
0.0202,dim
0.0202,quell
0.0204,revel
0.0205,grumble
0.0206,mask
0.0206,scotch
0.0207,gravel
0.0207,wrest
0.0208,crack
0.0208,screw
0.0208,rename
0.021,confuse
0.0211,slow
0.0212,stay
0.0213,cement
0.0213,rustle
0.0214,blow
0.0215,shout
0.0216,deteriorate
0.0217,grasp
0.0219,par
0.022,ransom
0.0223,appoint
0.0225,seize
0.0225,hole
0.0228,interrupt
0.0229,indicate
0.023,blind
0.023,adjourn
0.023,hush
0.0231,wend
0.0233,devour
0.0234,fluctuate
0.0235,speculate
0.0235,distress
0.0235,swear
0.0237,harden
0.0238,fight
0.0238,destroy
0.0239,dress
0.0242,write
0.0243,surge
0.0245,dine
0.0248,succumb
0.0249,reek
0.0249,pit
0.025,perfume
0.025,hide
0.0251,bleed
0.0251,pave
0.0252,dwell
0.0253,confess
0.0254,dispose
0.0254,wax
0.0255,seal
0.0256,repudiate
0.0256,dignify
0.0256,sob
0.0258,whisper
0.0261,pelt
0.0261,blaze
0.0262,flour
0.0262,elect
0.0263,prick
0.0264,bar
0.0264,ruin
0.0265,foul
0.0266,crumble
0.0266,remainder
0.0267,kneel
0.0267,hover
0.0269,totter
0.027,recount
0.027,eject
0.0271,carpet
0.0272,sojourn
0.0272,retort
0.0273,leave
0.0273,guess
0.0273,elbow
0.0273,wipe
0.0274,store
0.0274,japan
0.0275,chop
0.0276,swim
0.0276,breast
0.0277,separate
0.0277,cram
0.0278,eat
0.0279,tongue
0.0279,guarantee
0.0279,exempt
0.028,head
0.028,decline
0.0283,finish
0.0283,bruise
0.0283,annex
0.0283,bell
0.0284,corrupt
0.0284,chafe
0.0285,feed
0.0286,base
0.0287,whistle
0.0288,exterminate
0.0289,depend
0.0289,border
0.029,grain
0.0292,walk
0.0293,keep
0.0294,farm
0.0294,sugar
0.0294,trickle
0.0295,shame
0.0296,spell
0.0296,tree
0.0296,pitch
0.0296,accuse
0.0297,roast
0.0298,smell
0.0298,envelop
0.0299,wake
0.03,preach
0.0302,dip
0.0302,tin
0.0303,struggle
0.0304,mouth
0.0304,plaster
0.0305,stain
0.0305,map
0.0305,steamer
0.0306,extricate
0.0307,stag
0.0308,feign
0.0308,fruit
0.0309,confederate
0.0309,lower
0.0309,reform
0.0309,evaporate
0.031,body
0.0311,mistake
0.0311,impregnate
0.0311,whiten
0.0311,hurt
0.0312,stratify
0.0312,grudge
0.0313,confront
0.0313,grate
0.0314,accrue
0.0316,reef
0.0316,postpone
0.0317,church
0.0317,hood
0.0317,toss
0.0317,hedge
0.0317,drive
0.0318,chalk
0.0318,purify
0.0318,amount
0.0318,retire
0.0318,submerge
0.0319,peal
0.0319,rifle
0.0319,anger
0.0319,shove
0.0319,clasp
0.0321,reopen
0.0322,fowl
0.0322,deposit
0.0322,tarry
0.0323,box
0.0323,refresh
0.0323,reelect
0.0324,humiliate
0.0324,disarm
0.0324,remain
0.0325,pollute
0.0325,strew
0.0326,kindle
0.0326,establish
0.0326,ban
0.0326,pop
0.0326,rice
0.0327,park
0.0327,heal
0.0329,explain
0.0329,disable
0.0329,delineate
0.033,sport
0.033,devolve
0.0331,repeat
0.0332,meddle
0.0332,worsen
0.0333,awaken
0.0333,run
0.0335,grope
0.0335,retake
0.0335,sit
0.0335,name
0.0335,shell
0.0336,calm
0.0336,hate
0.0337,refund
0.0337,vest
0.0337,lord
0.0339,dun
0.0339,muffle
0.0339,cook
0.034,copper
0.034,furnish
0.034,ripen
0.0341,moon
0.0341,define
0.0342,sharpen
0.0342,sigh
0.0342,shift
0.0342,bud
0.0342,upset
0.0342,pervert
0.0342,boil
0.0343,drag
0.0343,worst
0.0343,hook
0.0344,insist
0.0345,sex
0.0345,pink
0.0345,dishearten
0.0346,retard
0.0346,designate
0.0347,travel
0.0347,horn
0.0348,cleave
0.0348,bat
0.0348,flood
0.0348,stuff
0.0348,err
0.0348,lock
0.0348,braid
