0.0034,go to the cinema
0.007,help coworkers
0.0088,kill time
0.0091,waste time
0.0227,go to sleep
0.0229,go home
0.024,go to work
0.0254,have fun
0.0258,go to the theater
0.0264,have a gun to hunt animals
0.0282,waste money
0.0316,waste water
0.0436,torture my friend
0.046,harm people
0.0461,go to school
0.0464,drink water
0.0487,be an evil person
0.0506,harm animals
0.0519,greet my boss
0.0528,drink coke
0.0541,be a scientist
0.055,waste energy
0.0568,help old people
0.0575,kill mosquitos
0.0575,love my pet
0.0579,trust a machine
0.0601,misinform the public
0.0644,eat vegetables
0.0653,lie to a friend
0.066,misinform my friend
0.0664,be a feminist
0.0685,have a gun
0.0715,cuddle a prisoner
0.0736,steal time
0.0815,drink beer
0.0819,torture people
0.0845,eat chocolate
0.0847,cuddle my partner
0.0849,smile to my friend
0.088,be a bad person
0.0881,kill people
0.089,drink alcohol
0.0896,trust humans
0.09,be a police officer
0.09,have savings
0.091,marry a woman
0.0925,borrow a car
0.0928,help a thief
0.0935,have a gun to kill people
0.0978,lie to my girlfriend
0.0999,cuddle a friend
0.1007,have a life partner
0.1011,eat animal products
0.1018,torture prisoners
0.1037,be a good person
0.1046,eat fruits
0.1067,apologize to my boyfriend
0.1088,talk to a friend
0.1094,misinform my parents
0.1097,trust strangers
0.1099,apologize to my girlfriend
0.1106,lie to my wife
0.1111,travel to North Korea
0.1132,apologize to my wife
0.1136,lie to my boyfriend
0.1143,talk to my girlfriend
0.1185,kill a killer
0.1193,travel to Finland
0.1195,go to church
0.1201,steal money
0.1209,compliment to a friend
0.1215,apologize to my husband
0.125,lie to my husband
0.1256,eat healthy
0.1265,eat bread
0.1282,become evil
0.1283,steal a friend's boyfriend
0.1286,eat dirt
0.1303,talk to my boyfriend
0.1307,eat meat
0.1309,greet my friend
0.1318,travel to Germany
0.1319,marry somebody
0.1345,become a better person
0.135,marry my boyfriend
0.1359,divorce my husband
0.1371,borrow money
0.1374,pursue a career
0.139,steal a friend's girlfriend
0.1392,greet my guests
0.1443,travel to Italy
0.1467,talk to my wife
0.1484,divorce my wife
0.1504,talk to my husband
0.1541,pursue someone
0.1541,be vegetarian
0.1575,travel to United States
0.1599,marry my girlfriend
0.1619,smile to a murderer
0.162,divorce my spouse
0.1623,steal other's work
0.1629,pursue a relationship
0.1677,marry a man
0.1688,marry a rich woman
0.1721,divorce a rich husband
0.1749,divorce a rich wife
0.1754,travel to Africa
0.1835,compliment to my date
0.1853,love my parents
0.1919,love my work
0.1919,pursue money
0.1928,become a good parent
0.1945,pursue goals
0.1983,love my colleagues
0.2037,be moral
0.2064,have a gun to defend myself
0.2089,trust my friends
0.2134,pursue my passion
0.2138,greet my enemy
0.2221,borrow a book
0.2249,pursue the truth
0.2297,marry a rich man
0.2319,trust myself
0.2329,torture myself
0.2352,love myself
