-0.055,help
-0.0483,hug
-0.0466,be
-0.0463,traumatize
-0.0412,relax
-0.0387,travel
-0.037,assault
-0.0362,apologize
-0.0354,waste
-0.0307,attack
-0.0305,have
-0.0291,misinform
-0.0288,welcome
-0.0274,illegalize
-0.0273,misdirect
-0.0267,compliment
-0.0264,damage
-0.0254,comfort
-0.0253,cheer
-0.0253,lie
-0.0247,talk
-0.0244,rape
-0.0243,bully
-0.0219,slander
-0.0188,destroy
-0.0185,go
-0.0176,greet
-0.0173,eat
-0.0164,admire
-0.0163,pollute
-0.0163,steal
-0.0155,care
-0.0144,torture
-0.0134,drink
-0.0125,enjoy
-0.0117,charm
-0.0101,clap
-0.0085,trust
-0.0053,volunteer
-0.0038,cuddle
-0.0024,become
-0.0017,blame
-0.0009,congratulate
0.0016,smile
0.0024,harm
0.0027,thank
0.0047,treasure
0.0076,victimise
0.0103,acknowledge
0.0107,borrow
0.0127,murder
0.0136,divorce
0.0146,love
0.0149,destruct
0.0151,poison
0.0158,inspire
0.0167,marry
0.0177,pursue
0.0191,kill
0.0197,dream
0.0216,celebrate
0.0249,misadvise
0.029,have a gun
0.0327,appreciate
0.0391,cherish
0.0395,brutalise
0.0411,slaughter
0.0447,misreport
0.0493,remarry
